"","id_no","Range_size","binomial"
"11504","739",13610994092.0821,"Akodon kofordi"
"11505","740",40587893976.4815,"Abrothrix lanosus"
"11506","741",5994630095.49512,"Neomicroxus latebricola"
"11507","742",6823733578.59071,"Akodon lindberghi"
"11508","743",717949898648.214,"Abrothrix longipilis"
"11509","746",57439277643.9501,"Akodon mimus"
"11510","747",429193487575.573,"Akodon molinae"
"11511","748",265351806490.431,"Akodon mollis"
"11512","750",1057629590499.51,"Thaptomys nigrita"
"11513","751",1083345055783.31,"Abrothrix olivaceus"
"11514","752",33882521333.9711,"Akodon orophilus"
"11515","753",118603690135.153,"Akodon lutescens"
"11516","754",22134280257.9203,"Abrothrix sanborni"
"11517","755",758196660.021224,"Akodon sanctipaulensis"
"11518","756",275871625048.412,"Akodon serrensis"
"11519","757",32149611213.9087,"Akodon siberiae"
"11520","7577",46842775185.3783,"Eligmodontia moreni"
"11521","7578",371796230142.845,"Eligmodontia morgani"
"11522","7579",447158566023.025,"Eligmodontia puerulus"
"11523","758",156808587440.728,"Akodon simulator"
"11524","75927871",199918689081.993,"Pseudomys australis"
"11525","760",171092782757.142,"Akodon subfuscus"
"11526","761",15833375251.7602,"Akodon surdus"
"11527","7618",2362163699905.86,"Eliomys quercinus"
"11531","7619",148690970887.654,"Eliomys melanurus"
"11532","762",39317422568.3455,"Akodon sylvanus"
"11534","7621",114231273012.532,"Eliurus minor"
"11535","7622",88713441628.0726,"Eliurus majori"
"11536","7623",279015095275.265,"Eliurus myoxinus"
"11537","7624",1756695719.20801,"Eliurus penicillatus"
"11538","7625",120856310808.766,"Eliurus tanala"
"11539","7626",133408493356.068,"Eliurus webbi"
"11540","763",443710583711.491,"Akodon toba"
"11541","764",66658262867.0339,"Akodon torques"
"11542","76435059",757991132.591666,"Myotis nyctor"
"11544","76435251",3812793011.29636,"Myotis martiniquensis"
"11548","765",339590636017.987,"Necromys urichi"
"11549","7653",2603339151.64247,"Ellobius alaicus"
"11550","7654",478896248944.2,"Ellobius fuscocapillus"
"11551","7655",310071394474.02,"Ellobius lutescens"
"11552","7656",2984350724636.06,"Ellobius talpinus"
"11553","7657",3010223775893.16,"Ellobius tancrei"
"11554","766",244639989062.437,"Akodon varius"
"11555","7667",67863564488.754,"Emballonura furax"
"11558","7668",216455310751.326,"Emballonura raffrayana"
"11578","7669",16542263728.7126,"Emballonura semicaudata"
"11605","7670",1212058669505.7,"Emballonura alecto"
"11645","7671",105689980761.212,"Paremballonura atrata"
"11646","7672",91119169948.2035,"Emballonura beccarii"
"11657","7673",90456792596.8695,"Emballonura dianae"
"11664","7674",1690479339305.51,"Emballonura monticola"
"11694","7750",2026050496376.06,"Enhydra lutris"
"11695","7781",188936375655.007,"Eoglaucomys fimbriatus"
"11696","7782",398226360868.719,"Eolagurus luteus"
"11697","7783",903281552420.641,"Eolagurus przewalskii"
"11698","7786",732628361394.136,"Eonycteris major"
"11699","7787",3525628504680.71,"Eonycteris spelaea"
"11718","7797",8999064959.64673,"Eothenomys chinensis"
"11719","7798",115771459856.414,"Eothenomys custos"
"11720","7799",198444068292.106,"Caryomys eva"
"11721","7800",435820539455.67,"Caryomys inez"
"11722","7801",1722986444193.35,"Eothenomys melanogaster"
"11723","7802",177906740797.603,"Eothenomys olitor"
"11724","7803",38470005994.409,"Eothenomys proditor"
"11725","7804",149439301034.476,"Myodes regulus"
"11726","7805",285761532959.897,"Myodes shanseius"
"11727","7806",545021106576.93,"Eozapus setchuanus"
"11728","7899",540525789541.568,"Epixerus ebii"
"11730","7901",383572654208.838,"Epomophorus angolensis"
"11731","7902",508126194.390548,"Epomophorus grandis"
"11732","7903",3791198002772.94,"Epomophorus gambianus"
"11733","7905",264485882195.876,"Epomophorus minimus"
"11734","7906",4999915162916.05,"Epomophorus wahlbergi"
"11736","7907",1079555418915.81,"Epomops buettikoferi"
"11737","7908",1367015960204.46,"Epomops dobsonii"
"11739","7909",4509719726338.37,"Epomops franqueti"
"11740","7910",10472992149605,"Eptesicus nilssonii"
"11746","7911",12118863135535.7,"Eptesicus serotinus"
"11749","7912",811200273761.175,"Eptesicus andinus"
"11750","7913",2261725704350.75,"Vespadelus baverstocki"
"11751","7914",643909243119.347,"Eptesicus bobrinskoi"
"11752","7915",3885112946368.79,"Eptesicus bottae"
"11754","7916",13117340262551.4,"Eptesicus brasiliensis"
"11755","7919",606796833852.729,"Vespadelus caurinus"
"11758","7920",503722132818.358,"Vespadelus darlingtoni"
"11762","7921",4071484949.49636,"Eptesicus dimissus"
"11763","7922",2385956805389.73,"Eptesicus diminutus"
"11764","7923",132943979317.009,"Vespadelus douglasorum"
"11765","7924",3435392144232.46,"Vespadelus finlaysoni"
"11768","7926",1470246035651.36,"Eptesicus floweri"
"11770","7927",16292708034045.2,"Eptesicus furinalis"
"11771","7928",12796886280976.2,"Eptesicus fuscus"
"11773","7929",1468688416.30704,"Eptesicus guadeloupensis"
"11775","7931",2853467582287.29,"Eptesicus hottentotus"
"11776","7932",167224006784.593,"Eptesicus innoxius"
"11778","7935",1865591723867.52,"Eptesicus nasutus"
"11780","7936",1205038297795.01,"Eptesicus pachyotis"
"11781","7937",926100899.002013,"Eptesicus platyops"
"11784","7938",148605622377.653,"Vespadelus pumilus"
"11785","7939",1241504738534.57,"Vespadelus regulus"
"11788","7942",1128001701.38637,"Eptesicus tatei"
"11789","7944",895634146282.696,"Vespadelus troughtoni"
"11792","7945",1401978479008.93,"Vespadelus vulturnus"
"11794","7949",84849828120.4765,"Equus africanus"
"11796","7950",90832523372.4173,"Equus grevyi"
"11798","7951",390569840196.749,"Equus hemionus"
"11810","7953",1785558575882.6,"Equus kiang"
"11811","7960",100160025058.909,"Equus zebra"
"11813","7994",50294062036.8367,"Eremitalpa granti"
"11814","7995",559492755309.87,"Eremodipus lichtensteini"
"11815","8004",12063259766385.5,"Erethizon dorsatum"
"11816","80221085",1480415060.20197,"Coleura kibomalandy"
"11817","80221456",264811025106.798,"Asellia italosomalica"
"11819","80221529",16925195405098.4,"Asellia tridens"
"11829","80263386",31234.2679527812,"Eudiscoderma thongareeae"
"11830","8032",12606895947.6368,"Eropeplus canus"
"11831","8033",122945384020.775,"Erophylla sezekorni"
"11841","8073",7128871528755.06,"Erythrocebus patas"
"11842","81060220",57142551046.972,"Paratriaenops furculus"
"11845","81068840",9924768.21880085,"Paratriaenops pauliani"
"11846","81069403",1163688551423.52,"Triaenops persicus"
"11848","81081036",1641929004050.12,"Triaenops afer"
"11852","811",6856360412844.35,"Alcelaphus buselaphus"
"11860","8162",1674846988775.49,"Euchoreutes naso"
"11861","8166",2104986074271.9,"Euderma maculatum"
"11862","8168",5126244093.91675,"Eudiscopus denticulus"
"11863","8199",6235817985.5974,"Eulemur coronatus"
"11864","8202",8336082636.8718,"Eulemur mongoz"
"11868","8203",49839087251.341,"Eulemur rubriventer"
"11869","8204",18368020505.8723,"Eulemur albifrons"
"11871","8205",1817018814.39238,"Eulemur cinereiceps"
"11875","8206",8159929146.66677,"Eulemur collaris"
"11876","8207",48620368023.1289,"Eulemur fulvus"
"11880","8209",38354456858.7664,"Eulemur rufus"
"11881","8210",3693589885.48729,"Eulemur sanfordi"
"11883","8211",2530924177.67009,"Eulemur flavifrons"
"11884","8212",8304305309.09436,"Eulemur macaco"
"11887","82337482",1613835440138.86,"Dusicyon avus"
"11888","82345325",3199163754.69309,"Mormopterus loriae"
"11889","82345477",16943690589311.9,"Rhinopoma hardwickii"
"11893","82345555",13838550910634.5,"Rhinopoma cystops"
"11896","82345696",231429906.136555,"Rhinopoma hadramauticum"
"11897","82348701",668694127.466311,"Rhinolophus xinanzhongguoensis"
"11898","8241",14106769898503.1,"Eumops auripendulus"
"11901","8243",2407709822846.03,"Eumops dabbenei"
"11902","8245",6416222891025.68,"Eumops hansae"
"11903","8246",1223527249833.19,"Eumops maurus"
"11904","8247",11695631269560.5,"Eumops perotis"
"11905","8248",955823887095.14,"Eumops underwoodi"
"11906","8256",76633313261.5602,"Euneomys chinchilloides"
"11907","8257",52358500807.7196,"Euneomys mordax"
"11908","8258",591117957365.114,"Euneomys petersoni"
"11909","8265",782197192098.094,"Euoticus elegantulus"
"11910","8266",95879161913.9474,"Euoticus pallidus"
"11912","8269",32782559368.3105,"Eupetaurus cinereus"
"11913","83683065",2660226904670.59,"Dermanura glauca"
"11914","83683094",253063721716.25,"Dermanura bogotensis"
"11915","83683287",3737367008596.11,"Dermanura phaeotis"
"11916","8385",15898036874.7783,"Euroscaptor mizura"
"11919","8386",4751092691.95115,"Euroscaptor parvidens"
"11920","8418",807543660559.129,"Euryzygomatomys spinosus"
"11921","843",6417838449.65809,"Alionycteris paucidentata"
"11923","8436",120457565768.53,"Exilisciurus concinnus"
"11931","8437",692681060484.437,"Exilisciurus exilis"
"11932","84372084",1742012674.42136,"Rhinolophus belligerator"
"11933","84372245",58700044076.9825,"Rhinolophus mcintyrei"
"11934","84372306",2664974467.27913,"Rhinolophus proconsulis"
"11935","84372418",878068703284.471,"Rhinolophus euryotis"
"11953","84372447",169832161610.282,"Rhinolophus tatar"
"11954","8438",155450152131.236,"Exilisciurus whiteheadi"
"11956","84384558",1751006965948.94,"Rhinolophus microglobosus"
"11957","84457881",1765045211461.69,"Epomophorus labiatus"
"11958","84458822",4433666525065.95,"Epomophorus minor"
"11962","84459322",310101793772.448,"Megaloglossus azagnyi"
"11963","84462869",3120437727720.26,"Megaloglossus woermanni"
"11964","84463104",3651482596318.18,"Myonycteris torquata"
"11965","84463728",835056632738.579,"Myonycteris leptodon"
"11966","84464403",2023614933999.45,"Scotonycteris zenkeri"
"11968","84466713",134639139881.388,"Scotophilus andrewreborii"
"11969","84466810",104656543883.097,"Scotophilus ejetai"
"11970","84466826",384938219.510818,"Scotophilus livingstonii"
"11971","84466859",38327578235.2018,"Scotophilus trujilloi"
"11972","84487939",64180.4841524214,"Murina balaensis"
"11973","84488443",16413762523.809,"Murina bicolor"
"11974","84500832",8074723198.45792,"Murina gracilis"
"11975","84500842",16946977591.7293,"Murina recondita"
"11976","84783217",232311262997.117,"Microperoryctes longicauda"
"11977","84882605",39785125742.278,"Dobsonia moluccensis"
"11979","850",103462202171.899,"Allactaga tetradactyla"
"11980","851",234833463551.85,"Allactaga balikunica"
"11981","85181182",3928012200107.59,"Barbastella leucomelas"
"11985","852",1563030110070.81,"Allactaga bullata"
"11986","85200107",852026069541.62,"Eptesicus isabellinus"
"11990","85200870",2734191339.1776,"Hypsugo bemainty"
"11991","85289876",766348293.75224,"Nyctophilus shirleyae"
"11993","85294528",1283365038950.15,"Otonycteris hemprichii"
"11994","85342651",17585093285.9309,"Myotis secundus"
"11995","85342662",132267512.235693,"Myotis soror"
"11996","8539",620424636016.717,"Felis bieti"
"11997","854",734308906934.771,"Allactaga euphratica"
"11998","8540",7009563947558.14,"Felis chaus"
"12001","8541",4661359059477.62,"Felis margarita"
"12010","8542",1948153234781.58,"Felis nigripes"
"12011","8548",183986239062.224,"Felovia vae"
"12012","855",1316186051.83535,"Allactaga firouzi"
"12013","8553",2647266107.23169,"Feroculus feroculus"
"12014","85537971",7425595400.71651,"Submyotodon latirostris"
"12015","85568289",92410481852.8081,"Myotis borneoensis"
"12016","85568302",41720456800.7644,"Myotis federatus"
"12017","85568321",293560210643.92,"Myotis peytoni"
"12018","856",497396337510.591,"Allactaga hotsoni"
"12019","85646524",142578772047.255,"Hipposideros tephrus"
"12020","857",4297349435173.47,"Allactaga major"
"12021","85733126",438961443129.454,"Myotis escalerai"
"12023","85736277",495644633707.293,"Pipistrellus grandidieri"
"12024","858",706422241483.42,"Allactaga severtzovi"
"12025","85822291",447425193971.004,"Peropteryx pallidoptera"
"12026","859",5412810787054.57,"Allactaga sibirica"
"12027","860",53732796172.8194,"Allactaga vinogradovi"
"12028","86051353",7034284360.65539,"Tympanoctomys kirchnerorum"
"12029","861",275856828623.153,"Allactodipus bobrinskii"
"12030","86226097",320041842737.834,"Galea musteloides"
"12031","86235821",155158954813.905,"Galea comes"
"12032","86236150",1914449499658.56,"Galea leucoblephara"
"12033","86257782",6132281622517.46,"Cavia aperea"
"12034","86263590",11922173035.551,"Cavia patzelti"
"12035","865",506344525467.479,"Allenopithecus nigroviridis"
"12037","8668",91103591309.7899,"Fossa fossana"
"12038","868",42841156889.587,"Allocebus trichotis"
"12039","8700",1276826392.33939,"Funambulus layardi"
"12040","8701",1263136903675.25,"Funambulus palmarum"
"12041","8702",2908289197870.53,"Funambulus pennantii"
"12042","8703",28410718309.3891,"Funambulus sublineatus"
"12044","8704",79432069126.5506,"Funambulus tristriatus"
"12045","87411473",144571044.840977,"Coendou baturitensis"
"12046","875",1776747236458.83,"Allocricetulus eversmanni"
"12047","8755",93369079653.7718,"Funisciurus carruthersi"
"12048","8756",2279777204373.62,"Funisciurus anerythrus"
"12049","8757",385069492467.982,"Funisciurus bayonii"
"12050","8758",1735003124651.9,"Funisciurus congicus"
"12051","8759",570175349184.772,"Funisciurus isabella"
"12052","8760",610756519767.4,"Funisciurus lemniscatus"
"12053","8761",411996766544.474,"Funisciurus leucogenys"
"12055","8762",2153132089629.56,"Funisciurus pyrropus"
"12056","8763",224767780453.75,"Funisciurus substriatus"
"12057","8771",9816319161437.49,"Furipterus horrens"
"12058","8785",95558892215.2662,"Sciurocheirus alleni"
"12060","8786",456007297350.285,"Galago gallarum"
"12061","8787",87132208407.4074,"Galago matschiei"
"12062","8788",4247265678066.12,"Galago moholi"
"12063","8789",8388328002354.86,"Galago senegalensis"
"12064","8790",7100217503.66867,"Galagoides zanzibaricus"
"12068","87948061",8990050469956.56,"Ochotona hyperborea"
"12069","87948071",26179082306.4689,"Ochotona coreana"
"12070","87948094",336655875981.693,"Ochotona mantchurica"
"12071","87948175",127227705456.901,"Ochotona syrinx"
"12072","87993365",6866885276824.4,"Cynomops paranus"
"12073","87993512",2203941824995.88,"Cynomops milleri"
"12074","87993523",751103886.00118,"Eumops wilsoni"
"12075","87993837",1161090373661.27,"Eumops bonariensis"
"12076","87994060",48803732550.8652,"Eumops nanus"
"12077","87994083",8971213903782.51,"Eumops glaucinus"
"12078","88017638",200546183747.529,"Pteronotus parnellii"
"12079","88018392",539712773740.377,"Pteronotus mesoamericanus"
"12080","88018592",4505902975726.81,"Pteronotus rubiginosus"
"12081","88087329",15246077022.8696,"Molossus alvarezi"
"12082","88087340",1057694228371.54,"Molossus currentium"
"12083","88087507",925775038628.87,"Molossus bondae"
"12084","88087551",160232916250.126,"Promops davisoni"
"12085","88108434",318453732.07104,"Chiroderma vizzotoi"
"12086","88108473",5940526443091.36,"Anoura caudifer"
"12087","88109476",16033954431.2748,"Anoura cadenai"
"12088","88109511",8204430350129.12,"Anoura geoffroyi"
"12091","88109731",1559896275095.06,"Artibeus jamaicensis"
"12092","88109897",8285909533.00989,"Artibeus schwartzi"
"12093","88110411",2501247198426.4,"Carollia castanea"
"12094","88120333",350262878.122536,"Micronycteris buriri"
"12095","88120398",333980054.733062,"Micronycteris giovanniae"
"12096","88132568",4528191493.09421,"Micronycteris yatesi"
"12098","88149174",201548717600.966,"Lophostoma occidentalis"
"12099","88149202",7691508732417.95,"Lophostoma silvicolum"
"12100","88149216",336541849.414137,"Lophostoma kalkoae"
"12101","88150984",1102823543.79452,"Lonchophylla peracchii"
"12102","88151033",2070976206.2388,"Thyroptera wynneae"
"12103","88151044",50563555532.2836,"Eptesicus taddeii"
"12104","88151055",18346187755097.5,"Lasiurus blossevillii"
"12105","88151061",845331382390.341,"Lasiurus salinae"
"12106","88151417",685915032.986955,"Myotis diminutus"
"12107","88151563",42088343806.0912,"Myotis izecksohni"
"12108","88151601",4502804707.20664,"Myotis lavali"
"12109","88151726",5754886368.67074,"Rhogeessa bickhami"
"12110","88151749",827426918.437784,"Rhogeessa menchuae"
"12111","88151760",4609642059502.69,"Rhogeessa io"
"12114","88151777",2538621443.10598,"Rhogeessa velilla"
"12115","88151904",7326122455245.63,"Vampyrodes caraccioli"
"12116","88151984",880555139289.142,"Vampyrodes major"
"12117","88152206",688892240.636284,"Sturnira burtonlimi"
"12118","88154577",420212483301.328,"Sturnira hondurensis"
"12119","88159599",44228564276.0243,"Sturnira koopmanhilli"
"12120","88159664",6126462845.09372,"Sturnira perla"
"12121","88159688",4859513871626.06,"Sturnira lilium"
"12122","88159722",1216315862369.5,"Sturnira ludovici"
"12123","88159886",10016822280306.1,"Platyrrhinus helleri"
"12124","88160214",2670110371937.97,"Platyrrhinus incarum"
"12125","88160255",1019023637132.73,"Platyrrhinus angustirostris"
"12126","88160339",2275624788015.35,"Platyrrhinus fusciventris"
"12127","88160364",6225362700.49555,"Platyrrhinus aquilus"
"12128","88160389",766514883916.11,"Platyrrhinus dorsalis"
"12129","88160517",25300476437.0248,"Platyrrhinus nitelinea"
"12130","8823",32759673741.9259,"Galea flavidens"
"12131","8825",1699340102073.27,"Galea spixii"
"12132","8826",163324675724.807,"Galemys pyrenaicus"
"12133","8827",19190785951.3106,"Galenomys garleppi"
"12135","8833",82601721200.0888,"Galidictis fasciata"
"12136","8834",995714670.690228,"Galidictis grandidieri"
"12137","88418111",209319215927.75,"Philantomba walteri"
"12138","88700294",2816114459.25247,"Biswamoyopterus laoensis"
"12139","89333331",1096051047936.68,"Marmosops impavidus"
"12140","89333777",268423914881.076,"Marmosops caucae"
"12141","89497102",4557311763879.37,"Dasyprocta leporina"
